Date,StockCode,Quantity,DayOfWeek,Month,IsWeekend,Demand,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Std_7
2011-03-22,23843,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-23,23843,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-24,23843,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-25,23843,0.0,4,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-26,23843,0.0,5,3,1,0.0,0.0,0.0,0.0,0.0
2011-03-27,23843,0.0,6,3,1,0.0,0.0,0.0,0.0,0.0
2011-03-28,23843,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-29,23843,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-30,23843,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0
2011-03-31,23843,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0
2011-04-01,23843,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-02,23843,0.0,5,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-03,23843,0.0,6,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-04,23843,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-05,23843,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-06,23843,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-07,23843,0.0,3,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-08,23843,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-09,23843,0.0,5,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-10,23843,0.0,6,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-11,23843,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-12,23843,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-13,23843,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-14,23843,0.0,3,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-15,23843,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-16,23843,0.0,5,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-17,23843,0.0,6,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-18,23843,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-19,23843,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-20,23843,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-21,23843,0.0,3,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-22,23843,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-23,23843,0.0,5,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-24,23843,0.0,6,4,1,0.0,0.0,0.0,0.0,0.0
2011-04-25,23843,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-26,23843,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-27,23843,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-28,23843,0.0,3,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-29,23843,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0
2011-04-30,23843,0.0,5,4,1,0.0,0.0,0.0,0.0,0.0
2011-05-01,23843,0.0,6,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-02,23843,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-03,23843,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-04,23843,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-05,23843,0.0,3,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-06,23843,0.0,4,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-07,23843,0.0,5,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-08,23843,0.0,6,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-09,23843,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-10,23843,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-11,23843,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-12,23843,0.0,3,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-13,23843,0.0,4,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-14,23843,0.0,5,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-15,23843,0.0,6,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-16,23843,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-17,23843,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-18,23843,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-19,23843,0.0,3,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-20,23843,0.0,4,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-21,23843,0.0,5,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-22,23843,0.0,6,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-23,23843,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-24,23843,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-25,23843,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-26,23843,0.0,3,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-27,23843,0.0,4,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-28,23843,0.0,5,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-29,23843,0.0,6,5,1,0.0,0.0,0.0,0.0,0.0
2011-05-30,23843,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0
2011-05-31,23843,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0
2011-06-01,23843,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-02,23843,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-03,23843,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-04,23843,0.0,5,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-05,23843,0.0,6,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-06,23843,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-07,23843,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-08,23843,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-09,23843,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-10,23843,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-11,23843,0.0,5,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-12,23843,0.0,6,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-13,23843,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-14,23843,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-15,23843,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-16,23843,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-17,23843,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-18,23843,0.0,5,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-19,23843,0.0,6,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-20,23843,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-21,23843,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-22,23843,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-23,23843,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-24,23843,0.0,4,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-25,23843,0.0,5,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-26,23843,0.0,6,6,1,0.0,0.0,0.0,0.0,0.0
2011-06-27,23843,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-28,23843,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-29,23843,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0
2011-06-30,23843,0.0,3,6,0,0.0,0.0,0.0,0.0,0.0
2011-07-01,23843,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-02,23843,0.0,5,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-03,23843,0.0,6,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-04,23843,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-05,23843,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-06,23843,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-07,23843,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-08,23843,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-09,23843,0.0,5,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-10,23843,0.0,6,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-11,23843,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-12,23843,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-13,23843,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-14,23843,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-15,23843,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-16,23843,0.0,5,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-17,23843,0.0,6,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-18,23843,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-19,23843,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-20,23843,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-21,23843,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-22,23843,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-23,23843,0.0,5,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-24,23843,0.0,6,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-25,23843,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-26,23843,0.0,1,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-27,23843,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-28,23843,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-29,23843,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0
2011-07-30,23843,0.0,5,7,1,0.0,0.0,0.0,0.0,0.0
2011-07-31,23843,0.0,6,7,1,0.0,0.0,0.0,0.0,0.0
2011-08-01,23843,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-02,23843,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-03,23843,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-04,23843,0.0,3,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-05,23843,0.0,4,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-06,23843,0.0,5,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-07,23843,0.0,6,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-08,23843,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-09,23843,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-10,23843,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-11,23843,0.0,3,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-12,23843,0.0,4,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-13,23843,0.0,5,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-14,23843,0.0,6,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-15,23843,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-16,23843,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-17,23843,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-18,23843,0.0,3,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-19,23843,0.0,4,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-20,23843,0.0,5,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-21,23843,0.0,6,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-22,23843,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-23,23843,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-24,23843,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-25,23843,0.0,3,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-26,23843,0.0,4,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-27,23843,0.0,5,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-28,23843,0.0,6,8,1,0.0,0.0,0.0,0.0,0.0
2011-08-29,23843,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-30,23843,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0
2011-08-31,23843,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0
2011-09-01,23843,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-02,23843,0.0,4,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-03,23843,0.0,5,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-04,23843,0.0,6,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-05,23843,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-06,23843,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-07,23843,0.0,2,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-08,23843,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-09,23843,0.0,4,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-10,23843,0.0,5,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-11,23843,0.0,6,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-12,23843,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-13,23843,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-14,23843,0.0,2,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-15,23843,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-16,23843,0.0,4,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-17,23843,0.0,5,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-18,23843,0.0,6,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-19,23843,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-20,23843,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-21,23843,0.0,2,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-22,23843,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-23,23843,0.0,4,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-24,23843,0.0,5,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-25,23843,0.0,6,9,1,0.0,0.0,0.0,0.0,0.0
2011-09-26,23843,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-27,23843,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-28,23843,0.0,2,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-29,23843,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0
2011-09-30,23843,0.0,4,9,0,0.0,0.0,0.0,0.0,0.0
2011-10-01,23843,0.0,5,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-02,23843,0.0,6,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-03,23843,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-04,23843,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-05,23843,0.0,2,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-06,23843,0.0,3,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-07,23843,0.0,4,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-08,23843,0.0,5,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-09,23843,0.0,6,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-10,23843,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-11,23843,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-12,23843,0.0,2,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-13,23843,0.0,3,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-14,23843,0.0,4,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-15,23843,0.0,5,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-16,23843,0.0,6,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-17,23843,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-18,23843,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-19,23843,0.0,2,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-20,23843,0.0,3,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-21,23843,0.0,4,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-22,23843,0.0,5,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-23,23843,0.0,6,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-24,23843,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-25,23843,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-26,23843,0.0,2,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-27,23843,0.0,3,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-28,23843,0.0,4,10,0,0.0,0.0,0.0,0.0,0.0
2011-10-29,23843,0.0,5,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-30,23843,0.0,6,10,1,0.0,0.0,0.0,0.0,0.0
2011-10-31,23843,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0
2011-11-01,23843,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-02,23843,0.0,2,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-03,23843,0.0,3,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-04,23843,0.0,4,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-05,23843,0.0,5,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-06,23843,0.0,6,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-07,23843,0.0,0,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-08,23843,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-09,23843,0.0,2,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-10,23843,0.0,3,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-11,23843,0.0,4,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-12,23843,0.0,5,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-13,23843,0.0,6,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-14,23843,0.0,0,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-15,23843,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-16,23843,0.0,2,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-17,23843,0.0,3,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-18,23843,0.0,4,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-19,23843,0.0,5,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-20,23843,0.0,6,11,1,0.0,0.0,0.0,0.0,0.0
2011-11-21,23843,0.0,0,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-22,23843,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-23,23843,0.0,2,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-24,23843,0.0,3,11,0,0.0,0.0,0.0,0.0,0.0
2011-11-25,23843,0.0,4,11,0,0.0,0.0,0.0,0.0,0.0
